Group,ID,BarCode,Type,Brand,Line,Unnamed: 6,New arrivals,QTY,EUR,BGN,Best Price,Unnamed: 12,Our Price,Image 1,Image 2,Image 3,Image 4,Image 5,Video,1. Captivating Headline or Tagline,2. Sensory Introduction (1–2 sentences),3. Key Features or Ingredients (Bullet Points or Icons),4. How to Use (Optional but useful),5. Emotional or Lifestyle Hook,6. Tech Specs or Product Facts,FAQ,7. SEO Keywords (Behind-the-scenes),✅ Tips for Beauty Product Pages
Парфюми ,38521,3760265193639.0,CLN,Mancera,Mancera Vetiver Sensuel (U) EDP 120ml,,,7,€54.50,lev106.59,lev139.99,,138.57,,,,,,,,,,,,,,,
Парфюми ,22852,8435137749607.0,Deco,Prada,Prada L Homme (M) EDT 100ml,,,102,€54.50,lev106.59,lev134.00,,138.57 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40001,3614273261357.0,Deco,Valentino,Valentino Donna Born In Roma Yellow Dream (L) EDP 50ml,,,77,€54.90,lev107.37,lev138.99,,139.59 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,38155,3616303475437.0,CLN,Chloe,Chloe Signature L'Eau Lumineuse (L) EDP 100ml,,,120,€55.00,lev107.57,lev160.00,,152.00,,,,,,,,,,,,,,,
Парфюми ,41272,3348901608053.0,Clean EU,Dior,Dior Sauvage (M) EDP 30ml,,,34,€55.00,lev107.57,lev152.00,,144.40,,,,,,,,,,,,,,,
Парфюми ,36790,3274872442184.0,Clean EU,Givenchy,Givenchy Gentleman Boisee (M) Set EDP 100ml + EDP 12.5ml,,,64,€55.00,lev107.57,lev149.99,,142.49,,,,,,,,,,,,,,,
Парфюми ,40723,3770010279327.0,Clean EU,Maison Crivelli,Maison Crivelli Papyrus Moléculaire (U) EDP 30ml,,,5,€55.00,lev107.57,lev177.00,,168.15,,,,,,,,,,,,,,,
Парфюми ,41299,3349668617050.0,Deco,Paco Rabanne,Paco Rabanne 1 Million Royal (M) EDP 100ml,,,72,€55.00,lev107.57,lev174.90,,166.16,,,,,,,,,,,,,,,
Парфюми ,38985,3614272761469.0,Deco,Valentino,Valentino Uomo Born In Roma (M) EDT 100ml,,,360,€55.00,lev107.57,lev134.00,,139.84 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40254,8011003891092.0,CLN,Versace,Versace Bright Crystal (L) Parfum 90ml,,,180,€55.00,lev107.57,lev200.00,,190.00,,,,,,,,,,,,,,,
Парфюми ,38837,3760265194179.0,CLN,Mancera,Mancera Jasmin Exclusif (U) EDP 120ml,,,34,€55.50,lev108.55,lev240.00,,195.38,,,,,,,,,,,,,,,
Парфюми ,35501,3760265192960.0,CLN,Mancera,Mancera Soleil D Italie (U) EDP 120ml,,,12,€55.50,lev108.55,lev230.00,,195.38,,,,,,,,,,,,,,,
Парфюми ,40783,8011003867172.0,Tester,Atkinsons,Atkinsons Oud Save The King (M) EDP 100ml Tester,,,13,€56.00,lev109.52,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,40784,8011003867219.0,Tester,Atkinsons,Atkinsons Oud Save The Queen (L) EDP 100ml Tester,,,9,€56.00,lev109.52,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,21105,3348901126342.0,Deco,Dior,Dior Cologne (M) EDT 75ml,,,5,€56.00,lev109.52,lev150.00,,142.50,,,,,,,,,,,,,,,
Парфюми ,11586,3346131210015.0,Clean EU,Hermes,Hermes Un Jardin En Mediterranee (U) EDT 100ml,,,41,€56.00,lev109.52,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,37099,3423222092634.0,Clean EU,Narciso Rodriguez,Narciso Rodriguez For Her (L) Set EDP 100ml + EDP 10ml,,,2,€56.00,lev109.52,lev160.00,,152.00,,,,,,,,,,,,,,,
Парфюми ,40032,3614273478298.0,Deco,Prada,Prada Amber (M) EDT 100ml,,,98,€56.00,lev109.52,lev140.00,,142.38 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40033,3614273760652.0,Deco,Prada,Prada Paradoxe (L) EDP 50ml,,,240,€56.00,lev109.52,lev154.00,,146.30,,,,,,,,,,,,,,,
Парфюми ,17718,3660732521951.0,Clean EU,Viktor & Rolf,V&R Flowerbomb (L) Set EDP 50ml + EDP 10ml,,,9,€56.00,lev109.52,lev170.00,,161.50,,,,,,,,,,,,,,,
Парфюми ,41661,3348901363471.0,Clean EU,Dior,Dior Eau Sauvage (M) EDP 50ml,,,9,€56.50,lev110.50,lev160.00,,152.00,,,,,,,,,,,,,,,
Парфюми ,38360,8057971183739.0,Clean EU,D&G,D&G Devotion (L) EDP 100ml,,,8,€56.90,lev111.29,lev150.00,,144.67,,,,,,,,,,,,,,,
Парфюми ,35136,3386460129749.0,Clean EU,Boucheron,Boucheron Feve Tonka De Canaima (U) EDP 125ml,,,120,€57.00,lev111.48,lev220.00,,200.67,,,,,,,,,,,,,,,
Парфюми ,40637,8411061099759.0,Deco,Carolina Herrera,Carolina Herrera Bad Boy Cobalt (M) EDP 100ml,,,2,€57.00,lev111.48,lev141.60,,144.92 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,42082,3614273711784.0,CLN,Maison Margiela,Maison Margiela In On A Date (U) EDT 100ml Tester,,,12,€57.00,lev111.48,lev292.00,,200.67,,,,,,,,,,,,,,,
Парфюми ,35503,3760265192151.0,CLN,Mancera,Mancera Wild Phython (L) EDP 120ml,,,12,€57.00,lev111.48,lev240.00,,200.67,,,,,,,,,,,,,,,
Парфюми ,37379,3614270659706.0,CLN,Viktor & Rolf,V&R Spicebomb Extreme (M) EDP 90ml,,,38,€57.00,lev111.48,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,34548,8411061023655.0,Deco,Carolina Herrera,Carolina Herrera 212 Heroes Forever Young (M) EDP 150ml,,,30,€57.50,lev112.46,lev200.00,,190.00,,,,,,,,,,,,,,,
Парфюми ,39883,3423222107987.0,Clean EU,Narciso Rodriguez,Narciso Rodriguez For Her (L) Set EDP 100ml + EDP 10ml,,,60,€57.50,lev112.46,lev169.00,,160.55,,,,,,,,,,,,,,,
Парфюми ,41917,3348901296625.0,Clean EU,Dior,Dior J Adore (L) EDT 50ml,,,24,€57.90,lev113.24,lev150.00,,147.21,,,,,,,,,,,,,,,
Парфюми ,37124,3614273683401.0,Deco,YSL,YSL Y (M) EDT 100ml,,,444,€57.90,lev113.24,lev170.00,,161.50,,,,,,,,,,,,,,,
Парфюми ,33603,3349668596348.0,Deco,Paco Rabanne,Paco Rabanne Phantom (M) EDT 150ml,,,88,€58.00,lev113.44,lev200.00,,190.00,,,,,,,,,,,,,,,
Парфюми ,39932,783320423291.0,Deco,Bvlgari,Bvlgari Omnia Crystalline (L) EDP 50ml,,,82,€58.50,lev114.41,lev130.00,,148.74 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,32576,3349668588732.0,CLN,Paco Rabanne,Paco Rabanne Invictus Victory (M) EDP 100ml,,New,7,€58.90,lev115.20,lev195.00,,185.25,,,,,,,,,,,,,,,
Парфюми ,14198,3386460080231.0,Clean EU,Boucheron,Boucheron Ambre D'Alexandrie (U) EDP 125ml,,,120,€59.00,lev115.39,lev220.00,,207.71,,,,,,,,,,,,,,,
Парфюми ,14314,3386460103107.0,Clean EU,Boucheron,Boucheron Patchouli D Angkor (U) EDP 125ml,,,50,€59.00,lev115.39,lev210.00,,199.50,,,,,,,,,,,,,,,
Парфюми ,31018,3386460113656.0,Clean EU,Boucheron,Boucheron Rose D Isparta (U) EDP 125ml,,,120,€59.00,lev115.39,lev210.00,,199.50,,,,,,,,,,,,,,,
Парфюми ,12409,3348901181853.0,Clean EU,Dior,Dior Addict Eau Fraiche (L) EDT 50ml,,,24,€59.00,lev115.39,lev140.00,,150.01 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,32278,3760265191864.0,CLN,Mancera,Mancera Red Tobacco (U) EDP 120ml,,,240,€59.00,lev115.39,lev230.00,,207.71,,,,,,,,,,,,,,,
Парфюми ,41385,8683608070716.0,Tester,Nishane,Nishane Sultan Vetiver Extrait de Parfum 50ml Tester,,,9,€59.00,lev115.39,lev280.00,,207.71,,,,,,,,,,,,,,,
Парфюми ,36226,8435137782949.0,Deco,Prada,Prada Luna Rossa Black (M) EDP 100ml,,,200,€59.00,lev115.39,lev160.00,,152.00,,,,,,,,,,,,,,,
Парфюми ,41973,3614273790796.0,Tester,Valentino,Valentino Uomo Born In Roma Intense (M) EDP 100ml Tester,,,30,€59.00,lev115.39,lev150.00,,150.01 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39915,3614273261425.0,Deco,Valentino,Valentino Uomo Born In Roma Yellow Dream (M) EDT 100ml,,,462,€59.00,lev115.39,lev154.00,,150.01,,,,,,,,,,,,,,,
Парфюми ,40280,8011003889341.0,Clean EU,Versace,Versace Eros (M) Set Parfum 100ml + SG 150ml + Parfum 10ml,,,143,€59.00,lev115.39,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,40334,8033488156060.0,Clean EU,Xerjoff,Xerjoff Oud Stars Alexandria II (U) Parfum Hair Mist 30ml,,,7,€59.00,lev115.39,lev190.00,,180.50,,,,,,,,,,,,,,,
Парфюми ,37739,3616302038633.0,CLN,Chloe,Chloe Signature Refillable (L) EDP 100ml,,,28,€59.50,lev116.37,lev160.00,,152.00,,,,,,,,,,,,,,,
Парфюми ,21083,3348900838178.0,Deco,Dior,Dior Homme Intense (М) EDP 50ml,,,106,€59.50,lev116.37,lev170.00,,161.50,,,,,,,,,,,,,,,
Парфюми ,12148,3348900378575.0,Clean EU,Dior,Dior Hypnotic Poison (L) EDT 50ml,,,22,€59.50,lev116.37,lev161.00,,152.95,,,,,,,,,,,,,,,
Парфюми ,12174,3348900774056.0,Clean EU,Dior,Dior Forever And Ever (L) EDT 50ml,,,58,€59.90,lev117.15,lev165.00,,156.75,,,,,,,,,,,,,,,
Парфюми ,14196,3386460080217.0,Clean EU,Boucheron,Boucheron Oud De Carthage (U) EDP 125ml,,,117,€60.00,lev117.35,lev220.00,,209.00,,,,,,,,,,,,,,,
Парфюми ,36932,3605521932105.0,CLN,Maison Margiela,Maison Margiela Replica Jazz Club (M) EDT 100ml,,,150,€60.00,lev117.35,lev190.00,,180.50,,,,,,,,,,,,,,,
Парфюми ,14194,3386460080194.0,Clean EU,Boucheron,Boucheron Iris De Syracuse (U) EDP 125ml,,,120,€61.00,lev119.30,lev210.00,,199.50,,,,,,,,,,,,,,,
Парфюми ,21126,3348901250153.0,Deco,Dior,Dior Sauvage (M) EDT 60ml,,,360,€61.00,lev119.30,lev155.00,,155.09 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,11562,3346130290384.0,Clean EU,Hermes,Hermes Bel Ami (M) EDT 100ml,,,42,€61.00,lev119.30,lev240.00,,214.75,,,,,,,,,,,,,,,
Парфюми ,31864,3614273069175.0,Deco,Lancome,Lancome Idole (L) EDP 100ml,,,31,€61.00,lev119.30,lev160.00,,155.09,,,,,,,,,,,,,,,
Парфюми ,39565,3660732649839.0,Clean EU,Prada,Prada Luna Rossa Ocean Barbati (M) Set EDP 100ml + EDP 10ml,,,10,€61.00,lev119.30,lev185.00,,175.75,,,,,,,,,,,,,,,
Парфюми ,39940,783320418952.0,Deco,Bvlgari,Bvlgari Pour Homme (M) EDT 100ml Repack 2021,,,85,€61.50,lev120.28,lev135.00,,156.37 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,21080,3348900662636.0,Deco,Dior,Dior Homme Original (M) EDT 100ml,,,50,€61.50,lev120.28,lev165.00,,156.75,,,,,,,,,,,,,,,
Парфюми ,40655,3349668614660.0,Deco,Paco Rabanne,Paco Rabanne Fame (L) Parfum 80ml Reffilable,,,240,€61.50,lev120.28,lev151.00,,156.37 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,34569,8435415062190.0,Deco,JPG,JPG Le Beau Le Parfum (M) EDP 125ml,,,120,€61.90,lev121.06,lev165.00,,157.38,,,,,,,,,,,,,,,
Парфюми ,41639,8011003877973.0,CLN,Atkinsons,Atkinsons James (M) EDP 100ml,,,5,€62.00,lev121.26,lev215.90,,205.11,,,,,,,,,,,,,,,
Парфюми ,38919,3346130013495.0,CLN,Hermes,Hermes Terre D Hermes (M) Pure Perfume 75ml,,New,15,€62.00,lev121.26,lev170.00,,161.50,,,,,,,,,,,,,,,
Парфюми ,40624,3760265194513.0,CLN,Mancera,Mancera Red Tobacco Intense (U) EDP 120ml,,,120,€62.50,lev122.24,lev185.00,,175.75,,,,,,,,,,,,,,,
Парфюми ,12147,3348900321861.0,Clean EU,Dior,Dior Dune (M) EDT 100ml,,,6,€62.75,lev122.73,lev186.00,,176.70,,,,,,,,,,,,,,,
Парфюми ,22016,3605533286555.0,Deco,Lancome,Lancome La Vie Est Belle (L) EDP 100ml,,,360,€62.90,lev123.02,lev173.90,,165.21,,,,,,,,,,,,,,,
Парфюми ,9730,888066006743.0,Clean EU,Tom Ford,Tom Ford Grey Vetiver (M) EDP 50ml,,,6,€62.90,lev123.02,lev188.00,,178.60,,,,,,,,,,,,,,,
Парфюми ,38288,783320420610.0,Deco,Bvlgari,Bvlgari Omnia Amethyste (L) EDT 100ml,,,109,€63.00,lev123.22,lev175.00,,166.25,,,,,,,,,,,,,,,
Парфюми ,38774,3614272732308.0,Deco,Valentino,Valentino Donna (L) EDP 100ml,,,118,€63.00,lev123.22,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,38057,3348901627368.0,Deco,Dior,Dior Miss Dior Blooming Bouquet (L) EDT 50ml,,,160,€63.50,lev124.19,lev190.00,,180.50,,,,,,,,,,,,,,,
Парфюми ,39926,783320423437.0,Deco,Bvlgari,Bvlgari Man In Black (M) Set EDP 100ml + EDP 15ml,,,72,€64.00,lev125.17,lev250.00,,225.31,,,,,,,,,,,,,,,
Парфюми ,35161,3346130011095.0,Clean EU,Hermes,Hermes 24 Faubourg (L) EDT 100ml,,,24,€64.00,lev125.17,lev167.20,,162.72,,,,,,,,,,,,,,,
Парфюми ,39749,8016741942259.0,Tester,Tiziana Terenzi,Tiziana Terenzi XIX March (U) EDP 100ml Tester,,,1,€64.00,lev125.17,lev140.00,,162.72 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,12411,3348901182348.0,Clean EU,Dior,Dior Addict (L) EDP 50ml,,,23,€64.50,lev126.15,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,22809,8411061870518.0,Deco,Carolina Herrera,Carolina Herrera 212 Vip Black (M) EDP 200ml,,,48,€65.00,lev127.13,lev174.00,,165.30,,,,,,,,,,,,,,,
Парфюми ,36644,8411061002865.0,Deco,Carolina Herrera,Carolina Herrera Bad Boy Le Parfum (M) EDP 150ml,,,6,€65.00,lev127.13,lev180.80,,171.76,,,,,,,,,,,,,,,
Парфюми ,33492,3346130010654.0,Clean EU,Hermes,Hermes Terre D Hermes (M) Set Pure Perfume 75ml + 12.5ml,,,67,€65.00,lev127.13,lev254.99,,228.83,,,,,,,,,,,,,,,
Парфюми ,37861,690251122226.0,Clean EU,Jo Malone,Jo Malone Dark Amber & Ginger Lily Cologne Intense 50ml,,,38,€65.00,lev127.13,lev170.00,,165.27,,,,,,,,,,,,,,,
Парфюми ,37606,690251122172.0,Clean EU,Jo Malone,Jo Malone Jasmine Sambac & Marigold Cologne Intense 50ml,,,36,€65.00,lev127.13,lev212.80,,202.16,,,,,,,,,,,,,,,
Парфюми ,37608,690251122196.0,Clean EU,Jo Malone,Jo Malone Oud & Bergamot Cologne Intense 50ml,,,71,€65.00,lev127.13,lev188.30,,178.89,,,,,,,,,,,,,,,
Парфюми ,37609,690251126651.0,Clean EU,Jo Malone,Jo Malone Scarlet Poppy Cologne Intense 50ml,,,22,€65.00,lev127.13,lev212.39,,201.77,,,,,,,,,,,,,,,
Парфюми ,37859,690251122202.0,Clean EU,Jo Malone,Jo Malone Tuberose Angelica Cologne Intense 50ml,,,39,€65.00,lev127.13,lev212.39,,201.77,,,,,,,,,,,,,,,
Парфюми ,37860,690251122219.0,Clean EU,Jo Malone,Jo Malone Veet Rose & Oud Cologne Intense 50ml,,,62,€65.00,lev127.13,lev190.50,,180.98,,,,,,,,,,,,,,,
Парфюми ,31230,3349668592388.0,Deco,Paco Rabanne,Paco Rabanne Invictus Victory (М) EDP 200ml,,,60,€65.00,lev127.13,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,38775,3614273261401.0,Deco,Valentino,Valentino Donna Born In Roma Yellow Dream (L) EDP 100ml,,,481,€65.00,lev127.13,lev190.00,,180.50,,,,,,,,,,,,,,,
Парфюми ,40516,8033488158033.0,Tester,Xerjoff,Xerjoff Join The Club K Bridge EDP 50ml Tester,,,17,€65.00,lev127.13,lev250.00,,228.83,,,,,,,,,,,,,,,
Парфюми ,39927,783320422317.0,Deco,Bvlgari,Bvlgari Man In Black (M) Set EDP 100ml + EDP 15ml,,,98,€65.50,lev128.10,lev160.00,,166.54 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,42024,783320423420.0,Deco,Bvlgari,Bvlgari Omnia Crystalline (L) Set EDT 100ml + EDT 15ml,,,480,€65.50,lev128.10,lev212.49,,201.87,,,,,,,,,,,,,,,
Парфюми ,37427,3348901597722.0,Deco,Dior,Dior J Adore Parfum D Eau (L) EDP 50ml,,,23,€65.50,lev128.10,lev180.00,,171.00,,,,,,,,,,,,,,,
Парфюми ,38290,783320420672.0,Deco,Bvlgari,Bvlgari Omnia Coral (L) EDT 100ml,,,180,€66.00,lev129.08,lev173.00,,167.81,,,,,,,,,,,,,,,
Парфюми ,39929,783320423468.0,Deco,Bvlgari,Bvlgari Omnia Coral (L) Set EDT 100ml + EDT 15ml,,,480,€66.00,lev129.08,lev223.00,,211.85,,,,,,,,,,,,,,,
Парфюми ,21152,3348901368254.0,Deco,Dior,Dior Sauvage (M) EDP 60ml,,,240,€66.00,lev129.08,lev210.00,,199.50,,,,,,,,,,,,,,,
Парфюми ,39917,3660732662111.0,Deco,Mugler,Mugler Alien (L) Set EDP 90ml + EDP 10ml,,,720,€66.00,lev129.08,lev140.00,,167.81 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39621,8028713570087.0,Clean EU,Acqua di Parma,ADP Blu Mediterraneo Mirto Di Panarea (U) EDT 150ml,,,10,€66.50,lev130.06,lev187.10,,177.75,,,,,,,,,,,,,,,
Парфюми ,22879,8435415012690.0,Deco,JPG,JPG Le Male (M) EDT 200ml,,,50,€66.50,lev130.06,lev175.00,,169.08,,,,,,,,,,,,,,,
Парфюми ,41262,783320423406.0,Deco,Bvlgari,Bvlgari Omnia Amethyste (L) Set EDT 100ml + EDT 15ml,,,180,€67.00,lev131.04,lev198.90,,188.96,,,,,,,,,,,,,,,
Парфюми ,40639,8411061027820.0,Deco,Carolina Herrera,Carolina Herrera Bad Boy Cobalt (M) EDP 150ml,,,16,€67.00,lev131.04,lev174.00,,170.35,,,,,,,,,,,,,,,
Парфюми ,41298,8411061057209.0,Deco,Carolina Herrera,Carolina Herrera Bad Boy Extreme (M) EDP 150ml,,,28,€67.00,lev131.04,lev267.75,,235.87,,,,,,,,,,,,,,,
Парфюми ,32816,3349668589678.0,CLN,Paco Rabanne,Paco Rabanne Invictus (M) EDT 200ml,,,423,€67.00,lev131.04,lev169.90,,170.35 ⚠️ Too Low!,,,,,,,,,,,,,,,
Грим,39711,3473311510129.0,Deco,Sisley,Sisley Sisleya L Integral Anti-Age Eye And Lip Contour Cream 15ml,,,240,€67.00,lev131.04,lev294.00,,235.87,,,,,,,,,,,,,,,
Парфюми ,38289,783320420566.0,Deco,Bvlgari,Bvlgari Omnia Crystalline (L) EDT 100ml,,,240,€67.50,lev132.02,lev184.50,,175.28,,,,,,,,,,,,,,,
Парфюми ,39936,783320421297.0,Deco,Bvlgari,Bvlgari Pour Homme (M) EDP 100ml,,,27,€67.50,lev132.02,lev139.99,,171.62 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,12163,3348900627499.0,Clean EU,Dior,Dior Eau Sauvage (M) EDT 100ml,,,20,€67.50,lev132.02,lev172.00,,171.62,,,,,,,,,,,,,,,
Парфюми ,25206,3349668566372.0,CLN,Paco Rabanne,Paco Rabanne 1 Million (M) EDT 200ml,,,180,€67.50,lev132.02,lev217.00,,206.15,,,,,,,,,,,,,,,
Парфюми ,12128,3348900012219.0,Clean EU,Dior,Dior Fahrenheit (M) EDT 100ml,,,180,€67.90,lev132.80,lev157.00,,172.64 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,37125,3614273898478.0,Deco,YSL,YSL Y Intense (M) EDP 100ml,,,214,€68.50,lev133.97,lev144.00,,174.16 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,32191,3348901419147.0,Deco,Dior,Dior Homme (M) EDT 100ml,,,31,€69.00,lev134.95,lev208.99,,198.54,,,,,,,,,,,,,,,
Парфюми ,21159,3348901486392.0,Deco,Dior,Dior Sauvage (M) Parfum 60ml,,,120,€69.00,lev134.95,lev188.90,,179.46,,,,,,,,,,,,,,,
Парфюми ,37595,690251028412.0,Clean EU,Jo Malone,Dior Sauvage (M) Parfum 60ml,,,277,€69.00,lev134.95,lev139.99,,175.44 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,41424,3614273478762.0,Deco,Prada,Prada Luna Rossa (M) EDT 150ml,,,208,€69.00,lev134.95,lev194.00,,184.30,,,,,,,,,,,,,,,
Парфюми ,37809,3614273760447.0,Tester,Prada,Prada Paradoxe (L) EDP 90ml Tester,,,54,€69.00,lev134.95,lev194.99,,185.24,,,,,,,,,,,,,,,
Парфюми ,40362,8054320902768.0,Deco,Xerjoff,Xerjoff Amabile (U) EDP 50ml,,,7,€69.00,lev134.95,lev184.00,,175.44,,,,,,,,,,,,,,,
Парфюми ,34561,8411061058459.0,Deco,Carolina Herrera,Carolina Herrera Very Good Girl Glam (L) EDP 80ml,,,39,€69.50,lev135.93,lev161.00,,176.71 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,12154,3348900574656.0,Clean EU,Dior,Dior Higher Energy (M) EDT 100ml,,,32,€69.90,lev136.71,lev179.00,,177.72,,,,,,,,,,,,,,,
Парфюми ,39547,690251135134.0,Clean EU,Jo Malone,Jo Malone Red Hibiscus Cologne 50ml,,,39,€70.00,lev136.91,lev212.39,,201.77,,,,,,,,,,,,,,,
Парфюми ,37597,690251042319.0,Clean EU,Jo Malone,Jo Malone Mimosa & Cardamom Cologne 100ml,,,222,€71.00,lev138.86,lev203.70,,193.52,,,,,,,,,,,,,,,
Парфюми ,37588,690251006496.0,Clean EU,Jo Malone, Jo Malone Orange Blossom Cologne 100ml,,,179,€71.00,lev138.86,lev176.00,,180.52 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,40359,8054320902645.0,Deco,Xerjoff,Xerjoff Soprano (U) EDP 50ml,,,22,€71.00,lev138.86,lev217.30,,206.44,,,,,,,,,,,,,,,
Парфюми ,39934,783320422355.0,Deco,Bvlgari,Bvlgari Omnia Crystalline (L) Set EDT 100ml + EDT 15ml,,,152,€71.50,lev139.84,lev215.00,,204.25,,,,,,,,,,,,,,,
Парфюми ,39931,783320423369.0,Deco,Bvlgari,Bvlgari Omnia Crystalline (L) EDP 100ml,,,240,€72.00,lev140.82,lev212.49,,201.87,,,,,,,,,,,,,,,
Парфюми ,41832,3346130493570.0,Clean EU,Hermes,Hermes Eau D Orange Verte (U) EDC 200ml,,,5,€72.00,lev140.82,lev212.49,,201.87,,,,,,,,,,,,,,,
Парфюми ,30410,8016741072482.0,Clean EU,Tiziana Terenzi,Tiziana Terenzi Kirke (U) EDP 100ml,,New,240,€72.00,lev140.82,lev189.60,,183.06,,,,,,,,,,,,,,,
Парфюми ,37583,690251000029.0,Clean EU,Jo Malone,Jo Malone Amber & Lavender Cologne 100ml,,,42,€72.50,lev141.80,lev221.30,,210.24,,,,,,,,,,,,,,,
Парфюми ,37593,690251026104.0,Clean EU,Jo Malone,Jo Malone Blackberry & Bay Cologne 100ml,,,85,€72.50,lev141.80,lev207.00,,196.65,,,,,,,,,,,,,,,
Парфюми ,37599,690251057016.0,Clean EU,Jo Malone,Jo Malone English Oak & Hazelnut Cologne 100ml,,,139,€72.50,lev141.80,lev213.60,,202.92,,,,,,,,,,,,,,,
Парфюми ,37591,690251019113.0,Clean EU,Jo Malone,Jo Malone English Pear & Freesia Cologne 100ml,,,360,€72.50,lev141.80,lev159.00,,184.33 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,39546,690251145614.0,Clean EU,Jo Malone,Jo Malone English Pear & Sweet Pea Cologne 100ml,,,45,€72.50,lev141.80,lev228.80,,217.36,,,,,,,,,,,,,,,
Парфюми ,37600,690251063284.0,Clean EU,Jo Malone,Jo Malone Honeysuckle & Davana Cologne 100ml,,,89,€72.50,lev141.80,lev213.50,,202.83,,,,,,,,,,,,,,,
Парфюми ,37585,690251000043.0,Clean EU,Jo Malone,Jo Malone Lime Basil & Mandarin Cologne 100ml,,,153,€72.50,lev141.80,lev209.10,,198.65,,,,,,,,,,,,,,,
Парфюми ,37590,690251009015.0,Clean EU,Jo Malone,Jo Malone Nectarine Blossom & Honey Cologne 100ml,,,239,€72.50,lev141.80,lev161.00,,184.33 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,37586,690251009459.0,Clean EU,Jo Malone,Jo Malone Pomegranate Noir Cologne 100ml,,,219,€72.50,lev141.80,lev167.00,,184.33 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,37601,690251082780.0,Clean EU,Jo Malone,Jo Malone Poppy & Barley Cologne 100ml,,,154,€72.50,lev141.80,lev191.92,,184.33,,,,,,,,,,,,,,,
Парфюми ,37592,690251021734.0,Clean EU,Jo Malone,Jo Malone Wild Bluebell Cologne 100ml,,,109,€72.50,lev141.80,lev188.60,,184.33,,,,,,,,,,,,,,,
Парфюми ,37596,690251033713.0,Clean EU,Jo Malone,Jo Malone Wood Sage & Sea Salt Cologne 100ml,,,153,€72.50,lev141.80,lev194.90,,185.16,,,,,,,,,,,,,,,
Парфюми ,41429,8435137743223.0,Deco,Prada,Prada D Iris Cedre (U) EDP 100ml,,,151,€73.00,lev142.77,lev179.20,,185.61 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,38675,8016741532467.0,Tester,Tiziana Terenzi,Tiziana Terenzi Ursa (U) EDP 100ml Tester NC,,,4,€73.00,lev142.77,lev275.90,,256.99,,,,,,,,,,,,,,,
Парфюми ,32710,888066112734.0,Clean EU,Tom Ford,Tom Ford Black Orchid (L) Parfum 50ml,,,24,€73.00,lev142.77,lev172.00,,185.61 ⚠️ Too Low!,,,,,,,,,,,,,,,
Парфюми ,38464,3614273459051.0,Deco,Valentino,Valentino Voce Viva Intensa (L) EDP 100ml,,,100,€73.00,lev142.77,lev191.50,,185.61,,,,,,,,,,,,,,,
Парфюми ,39935,783320422409.0,Clean EU,Bvlgari,Bvlgari Omnia Crystalline (L) Set EDT 100ml + EDT 15ml + BL 75ml,,,216,€73.50,lev143.75,lev208.80,,198.36,,,,,,,,,,,,,,,
Парфюми ,12917,3348901363488.0,Clean EU,Dior,Dior Eau Sauvage (M) EDP 100ml,,,48,€74.00,lev144.73,lev191.98,,188.15,,,,,,,,,,,,,,,
Парфюми ,36280,3614273318105.0,Deco,YSL,YSL Y Le Parfum (M) EDP 100ml,,,120,€74.00,lev144.73,lev159.00,,188.15 ⚠️ Too Low!,,,,,,,,,,,,,,,
